Date,Game,Earnings,Players,Tournaments,ReleaseDate,TotalEarnings,TotalPlayers,TotalTournaments,Earnings_YoY_Growth,Players_YoY_Growth,Tournaments_YoY_Growth,Release_Decade,Genre_Battle Royale,Genre_Collectible Card Game,Genre_Fighting Game,Genre_First-Person Shooter,Genre_Multiplayer Online Battle Arena,Genre_Music / Rhythm Game,Genre_Puzzle Game,Genre_Racing,Genre_Role-Playing Game,Genre_Sports,Genre_Strategy,Genre_Third-Person Shooter,ReleaseYear,Predicted_Earnings
2012-04-01,FIFA 12,1441.52,15,8,2011-01-01,57931.52,59,67,118.29966380955264,87.5,60.00000000000001,2010,False,False,False,False,False,False,False,False,False,True,False,False,2011,-1150.6063020502638
2012-04-01,Counter-Strike: Global Offensive,1309.33,5,1,2012-01-01,161615824.69,16272,6886,778.1566668158872,65.64134107666415,25.09729427253083,2010,False,False,False,True,False,False,False,False,False,False,False,False,2012,17916.422436135483
2012-04-01,Quake Live,1159.96,4,6,2010-01-01,684854.12,225,411,-54.108789656713995,0.0,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2010,-11150.394207010673
2012-04-01,Age of Empires,1015.0,19,1,1997-01-01,510716.46,473,265,-69.93153870536759,-9.523809523809524,-75.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1997,-474.07958402286397
2012-04-01,Chess.com,1000.0,2,1,2007-01-01,6590063.33,1036,603,0.0,0.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2007,45207.33407014716
2012-04-01,Super Smash Bros. Brawl,725.0,10,5,2008-01-01,248100.83,509,348,-92.95158467820336,-52.38095238095239,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,-15589.51574821225
2012-04-01,WarCraft III,668.16,5,6,2002-01-01,6273482.33,752,1533,-59.16291805202425,-72.22222222222221,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2002,31721.614908754378
2012-04-01,TrackMania 2: Canyon,658.3,3,5,2011-01-01,23514.91,25,38,24.60251362810415,50.0,25.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2011,-12189.701490782005
2012-04-01,Street Fighter X Tekken,600.0,12,3,2012-01-01,84090.64,115,93,-28.143712574850294,-25.0,-25.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-8735.142915686092
2012-04-01,Defense of the Ancients,507.1,20,1,2003-01-01,857420.65,468,94,-50.050727421372486,-37.5,-50.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2003,-3197.902765501384
2012-04-01,TrackMania Nations Forever,457.75,3,1,2008-01-01,197070.19,140,85,15.479704331592623,50.0,0.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2008,-10772.948877432318
2012-04-01,Super Street Fighter IV Arcade Edition,210.0,3,1,2010-01-01,355586.67,154,204,-79.0,-62.5,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-15589.51574821225
2012-04-01,Age of Empires III,145.0,3,1,2005-01-01,115843.65,166,163,-80.66666666666666,-25.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2005,-15589.51574821225
2012-05-01,StarCraft II,319600.32,191,71,2010-01-01,40148652.88,2213,7245,9.29812140793076,14.371257485029943,7.575757575757569,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,225367.46255373137
2012-05-01,League of Legends,228878.36,233,34,2009-01-01,105011055.56,9211,2895,88.00140295655845,23.93617021276595,-5.555555555555558,2010,False,False,False,False,True,False,False,False,False,False,False,False,2009,685029.6457814253
2012-05-01,Counter-Strike,38374.64,105,9,2000-01-01,13596060.66,4264,1023,-36.71489243244839,-9.482758620689658,12.5,2010,False,False,False,True,False,False,False,False,False,False,False,False,2000,82096.47723434574
2012-05-01,Point Blank,30000.0,15,2,2008-01-01,1903561.1,583,112,114.28571428571428,-25.0,100.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2008,10170.18782328431
2012-05-01,FIFA 12,26643.73,11,6,2011-01-01,57931.52,59,67,1748.3080359620403,-26.66666666666667,-25.0,2010,False,False,False,False,False,False,False,False,False,True,False,False,2011,98846.92475204708
2012-05-01,Counter-Strike: Source,15483.81,80,4,2004-01-01,3113222.29,1502,331,-75.79409596311103,-23.076923076923073,-19.999999999999996,2010,False,False,False,True,False,False,False,False,False,False,False,False,2004,82312.09022449
2012-05-01,Call of Duty: Modern Warfare 3,11821.28,24,6,2011-01-01,1160815.66,209,45,-64.29128750405908,-68.42105263157895,-14.28571428571429,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,15163.759788055777
2012-05-01,Heroes of Newerth,11588.93,40,2,2010-01-01,3073445.72,820,395,403.86652173913046,150.0,-50.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2010,70557.97058308202
2012-05-01,Dota 2,8843.93,44,9,2013-01-01,337107974.16,4784,1841,-56.549510563996144,-36.23188405797102,50.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2013,268086.6395573548
2012-05-01,Street Fighter X Tekken,1386.3,14,5,2012-01-01,84090.64,115,93,131.04999999999998,16.666666666666675,66.66666666666667,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-5787.382310281481
2012-05-01,Super Smash Bros. Melee,1340.0,11,2,2001-01-01,4061572.65,1963,2695,-21.361502347417836,37.5,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2001,-22504.770262741542
2012-05-01,Chess.com,1000.0,2,1,2007-01-01,6590063.33,1036,603,0.0,0.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2007,45207.33407014716
2012-05-01,Super Street Fighter IV Arcade Edition,720.0,7,4,2010-01-01,355586.67,154,204,242.85714285714283,133.33333333333334,300.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-19363.38000552939
2012-05-01,WarCraft III,513.01,3,4,2002-01-01,6273482.33,752,1533,-23.220486111111104,-40.0,-33.333333333333336,2010,False,False,False,False,False,False,False,False,False,False,True,False,2002,45207.33407014716
2012-05-01,Quake Live,513.0,3,4,2010-01-01,684854.12,225,411,-55.77433704610504,-25.0,-33.333333333333336,2010,False,False,False,True,False,False,False,False,False,False,False,False,2010,-11150.394207010673
2012-05-01,TrackMania 2: Canyon,511.92,3,4,2011-01-01,23514.91,25,38,-22.236062585447357,0.0,-19.999999999999996,2010,False,False,False,False,False,False,False,True,False,False,False,False,2011,-8735.142915686092
2012-05-01,Defense of the Ancients,507.27,20,1,2003-01-01,857420.65,468,94,0.0335239597712311,0.0,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2003,1709.093063750684
2012-05-01,Age of Empires II,335.0,1,1,1999-01-01,3253232.59,1994,1613,-93.67924528301886,-66.66666666666667,-50.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1999,-15711.034767736697
2012-05-01,Project M,280.0,4,1,2010-01-01,205292.09,560,335,24.444444444444446,0.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-6243.39837775861
2012-05-01,QuakeWorld,255.66,1,1,1996-01-01,105351.67,59,17,-90.7872594204831,65.64134107666415,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,1996,-20119.066247885956
2012-05-01,TrackMania Nations Forever,239.0,4,1,2008-01-01,197070.19,140,85,-47.78809393773894,33.33333333333333,0.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2008,-13642.138744938155
2012-05-01,StarCraft: Brood War,140.0,7,4,1998-01-01,7548789.3,658,536,-93.65577120898342,75.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1998,9017.726316928005
2012-06-01,StarCraft II,220883.6,224,67,2010-01-01,40148652.88,2213,7245,-30.88755355438943,17.277486910994753,-5.633802816901412,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,279938.89189755265
2012-06-01,League of Legends,196210.72,188,38,2009-01-01,105011055.56,9211,2895,-14.272926457529667,-19.313304721030043,11.764705882352944,2010,False,False,False,False,True,False,False,False,False,False,False,False,2009,194446.20934846243
2012-06-01,Heroes of Newerth,57653.73,44,7,2010-01-01,3073445.72,820,395,397.48967333481176,10.000000000000009,250.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2010,75619.5877165014
2012-06-01,Counter-Strike,42755.95,95,8,2000-01-01,13596060.66,4264,1023,11.417201568535871,-9.523809523809524,-11.111111111111116,2010,False,False,False,True,False,False,False,False,False,False,False,False,2000,99018.0314625254
2012-06-01,Dota 2,36447.31,41,8,2013-01-01,337107974.16,4784,1841,312.11667211296333,-6.818181818181824,-11.111111111111116,2010,False,False,False,False,True,False,False,False,False,False,False,False,2013,1151949.6056245829
2012-06-01,Mortal Kombat 9,27700.0,11,2,2011-01-01,136891.67,67,26,714.7058823529411,175.0,100.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,8297.889079110151
2012-06-01,World of Tanks,19466.8,28,1,2010-01-01,3988496.59,418,54,29.778666666666663,65.64134107666415,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,40709.33509156888
2012-06-01,Soul Calibur V,16700.0,8,2,2012-01-01,60428.54,73,27,391.1764705882353,100.0,100.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,8297.889079110151
2012-06-01,Quake Live,11256.86,8,6,2010-01-01,684854.12,225,411,2094.319688109162,166.66666666666666,50.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2010,35091.962488570774
2012-06-01,Bloodline Champions,10000.0,9,1,2011-01-01,41905.32,43,12,-10.313901345291477,-57.14285714285714,-50.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2011,-8735.142915686092
2012-06-01,Super Street Fighter IV Arcade Edition,7604.77,15,6,2010-01-01,355586.67,154,204,956.2180555555556,114.28571428571428,50.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,30315.627005595506
2012-06-01,Battlefield 3,7110.86,5,1,2011-01-01,25407.46,5,7,-61.13562082572719,65.64134107666415,-66.66666666666667,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,-6894.456887708861
2012-06-01,CrossFire,6488.93,15,1,2007-01-01,17865475.8,967,358,-96.1181323283082,-65.90909090909092,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,36370.8919859206
2012-06-01,WarCraft III,6440.16,8,6,2002-01-01,6273482.33,752,1533,1155.367341767217,166.66666666666666,50.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2002,51050.68683682392
2012-06-01,Defense of the Ancients,5968.98,0,1,2003-01-01,857420.65,468,94,1076.6869714353304,-100.0,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2003,91502.85762074964
2012-06-01,King of Fighters XIII,5000.0,7,2,2010-01-01,45444.28,106,43,-70.05988023952096,-56.25,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-17172.081538682793
2012-06-01,Call of Duty: Modern Warfare 3,3920.0,14,4,2011-01-01,1160815.66,209,45,-66.83946239324337,-41.666666666666664,-33.333333333333336,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,4709.241537623991
2012-06-01,FIFA 12,3861.95,8,6,2011-01-01,57931.52,59,67,-85.50522017750518,-27.27272727272727,0.0,2010,False,False,False,False,False,False,False,False,False,True,False,False,2011,-10280.36197739858
2012-06-01,Street Fighter X Tekken,3199.34,11,6,2012-01-01,84090.64,115,93,130.78265887614515,-21.42857142857143,19.999999999999996,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,5630.190963336271
2012-06-01,Ultimate Marvel vs. Capcom 3,3000.0,3,1,2011-01-01,174179.59,209,187,200.0,-62.5,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,26759.830944184076
2012-06-01,StarCraft: Brood War,2998.87,12,3,1998-01-01,7548789.3,658,536,2042.05,71.42857142857142,-25.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1998,89029.2751647426
2012-06-01,Counter-Strike: Source,1368.84,20,1,2004-01-01,3113222.29,1502,331,-91.1595401906895,-75.0,-75.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2004,-4485.405267818222
2012-06-01,Chess.com,1000.0,2,1,2007-01-01,6590063.33,1036,603,0.0,0.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2007,45207.33407014716
2012-06-01,Age of Empires,994.74,15,1,1997-01-01,510716.46,473,265,-1.9960591133004968,-21.052631578947366,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1997,-5145.332899325835
2012-06-01,Super Smash Bros. Brawl,670.0,7,2,2008-01-01,248100.83,509,348,-7.586206896551728,-30.000000000000004,-60.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,54124.19490168644
2012-06-01,TrackMania 2: Canyon,376.35,2,3,2011-01-01,23514.91,25,38,-26.48265353961556,-33.333333333333336,-25.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2011,-8735.142915686092
2012-06-01,Tekken 6,0.0,3,1,2007-01-01,119874.64,61,29,-100.0,0.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2007,-18081.260286139728
2012-07-01,StarCraft II,609856.58,399,79,2010-01-01,40148652.88,2213,7245,176.0986238905921,78.125,17.910447761194035,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,586610.5498807105
2012-07-01,League of Legends,94428.41,206,47,2009-01-01,105011055.56,9211,2895,-51.87398017804532,9.57446808510638,23.684210526315795,2010,False,False,False,False,True,False,False,False,False,False,False,False,2009,274922.409620797
2012-07-01,Counter-Strike,55880.83,105,5,2000-01-01,13596060.66,4264,1023,30.6972012082529,10.526315789473696,-37.5,2010,False,False,False,True,False,False,False,False,False,False,False,False,2000,178683.86495115515
2012-07-01,Counter-Strike: Source,43513.1,96,7,2004-01-01,3113222.29,1502,331,3078.830250431022,380.0,600.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2004,167234.35310735158
2012-07-01,Dota 2,41052.74,72,14,2013-01-01,337107974.16,4784,1841,12.635857076969458,75.60975609756098,75.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2013,156181.35703320522
2012-07-01,Counter-Strike Online,28332.0,20,1,2016-01-01,406989.6,70,12,778.1566668158872,65.64134107666415,25.09729427253083,2010,False,False,False,True,False,False,False,False,False,False,False,False,2016,31494.137718386402
2012-07-01,Tekken Tag Tournament 2,21100.0,3,1,2011-01-01,118501.3,151,140,8340.0,-25.0,-50.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,182607.04040817675
2012-07-01,Age of Empires II,15000.0,37,1,1999-01-01,3253232.59,1994,1613,4377.611940298508,3600.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1999,18586.967466893828
2012-07-01,Point Blank,15000.0,20,1,2008-01-01,1903561.1,583,112,-50.0,33.33333333333333,-50.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2008,-361.04059736746797
2012-07-01,World of Tanks,15000.0,30,1,2010-01-01,3988496.59,418,54,-22.9457332484024,7.14285714285714,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,42747.1410533151
2012-07-01,Team Fortress 2,10547.95,27,2,2007-01-01,769120.02,1459,206,303.2507177728588,50.0,100.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,12067.218719494891
2012-07-01,Heroes of Newerth,10005.34,43,7,2010-01-01,3073445.72,820,395,-82.64580626439954,-2.2727272727272707,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2010,32488.063869506597
2012-07-01,Super Smash Bros. Melee,9349.9,44,8,2001-01-01,4061572.65,1963,2695,597.7537313432836,300.0,300.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2001,10291.031602125991
2012-07-01,Call of Duty: Modern Warfare 3,6667.51,28,5,2011-01-01,1160815.66,209,45,70.08954081632655,100.0,25.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,28934.336337194516
2012-07-01,Super Street Fighter IV Arcade Edition,6050.0,16,5,2010-01-01,355586.67,154,204,-20.444668280566013,6.666666666666665,-16.666666666666664,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-4352.571573746322
2012-07-01,Street Fighter X Tekken,5645.0,16,5,2012-01-01,84090.64,115,93,76.44264129476703,45.45454545454546,-16.666666666666664,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-6741.990671862209
2012-07-01,Super Smash Bros. Brawl,3646.5,25,7,2008-01-01,248100.83,509,348,444.2537313432835,257.14285714285717,250.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,-21364.407434518827
2012-07-01,Call of Duty 4: Modern Warfare,3124.3,15,1,2007-01-01,425409.27,431,87,36.50563403050548,65.64134107666415,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,-7534.751997441721
2012-07-01,Street Fighter III: 3rd Strike,3050.0,6,1,1999-01-01,54341.18,108,45,1170.8333333333337,100.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,1999,36331.54577736628
2012-07-01,Super Street Fighter II Turbo HD Remix,3050.0,6,1,2008-01-01,16360.0,29,8,778.1566668158872,100.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,9714.641692459842
2012-07-01,TrackMania Nations Forever,2264.63,10,3,2008-01-01,197070.19,140,85,847.5439330543933,150.0,200.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2008,13154.183965341552
2012-07-01,Chess.com,1000.0,2,1,2007-01-01,6590063.33,1036,603,0.0,0.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2007,45207.33407014716
2012-07-01,StarCraft: Brood War,947.64,5,3,1998-01-01,7548789.3,658,536,-68.40009737000938,-58.33333333333333,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1998,29491.13829893948
2012-07-01,Quake Live,616.77,2,5,2010-01-01,684854.12,225,411,-94.5209410084162,-75.0,-16.666666666666664,2010,False,False,False,True,False,False,False,False,False,False,False,False,2010,-15589.51574821225
2012-07-01,FIFA 12,614.55,5,6,2011-01-01,57931.52,59,67,-84.08705446730279,-37.5,0.0,2010,False,False,False,False,False,False,False,False,False,True,False,False,2011,-10280.36197739858
2012-07-01,Counter-Strike: Global Offensive,490.16,16,4,2012-01-01,161615824.69,16272,6886,-62.564059480803145,220.00000000000003,300.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2012,-451693.8622453717
2012-07-01,WarCraft III,490.16,4,4,2002-01-01,6273482.33,752,1533,-92.38900896872128,-50.0,-33.333333333333336,2010,False,False,False,False,False,False,False,False,False,False,True,False,2002,27282.49336755282
2012-07-01,TrackMania 2: Canyon,245.82,1,2,2011-01-01,23514.91,25,38,-34.68314069350339,-50.0,-33.333333333333336,2010,False,False,False,False,False,False,False,True,False,False,False,False,2011,-13642.138744938155
2012-07-01,Project M,60.0,2,1,2010-01-01,205292.09,560,335,-78.57142857142857,-50.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-15589.51574821225
2012-07-01,King of Fighters XIII,0.0,3,1,2010-01-01,45444.28,106,43,-100.0,-57.14285714285714,-50.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-18081.260286139728
2012-07-01,Mortal Kombat 9,0.0,3,1,2011-01-01,136891.67,67,26,-100.0,-72.72727272727273,-50.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,-18081.260286139728
2012-07-01,Soul Calibur V,0.0,3,1,2012-01-01,60428.54,73,27,-100.0,-62.5,-50.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-18081.260286139728
2012-07-01,Ultimate Marvel vs. Capcom 3,0.0,3,1,2011-01-01,174179.59,209,187,-100.0,0.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,-15589.51574821225
2012-08-01,StarCraft II,341991.62,180,48,2010-01-01,40148652.88,2213,7245,-43.92261537950447,-54.88721804511278,-39.24050632911392,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,257463.51320566854
2012-08-01,League of Legends,299717.44,193,37,2009-01-01,105011055.56,9211,2895,217.4017649984787,-6.310679611650483,-21.276595744680847,2010,False,False,False,False,True,False,False,False,False,False,False,False,2009,689610.6003223887
2012-08-01,StarCraft: Brood War,90558.57,20,3,1998-01-01,7548789.3,658,536,9456.220716727872,300.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,1998,163016.16531839667
2012-08-01,Heroes of Newerth,47125.72,69,4,2010-01-01,3073445.72,820,395,371.00568296529656,60.46511627906976,-42.85714285714286,2010,False,False,False,False,True,False,False,False,False,False,False,False,2010,145753.31306391495
2012-08-01,Dota 2,43604.54,45,8,2013-01-01,337107974.16,4784,1841,6.215906660554205,-37.5,-42.85714285714286,2010,False,False,False,False,True,False,False,False,False,False,False,False,2013,431706.73080497416
2012-08-01,Defense of the Ancients,42450.16,20,1,2003-01-01,857420.65,468,94,611.1794644981221,65.64134107666415,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2003,24085.72108205187
2012-08-01,World of WarCraft,39000.0,12,2,2004-01-01,8070537.61,487,202,62.5,33.33333333333333,100.0,2010,False,False,False,False,False,False,False,False,True,False,False,False,2004,43759.569157460166
2012-08-01,Counter-Strike,31472.23,74,6,2000-01-01,13596060.66,4264,1023,-43.67973775622159,-29.52380952380952,19.999999999999996,2010,False,False,False,True,False,False,False,False,False,False,False,False,2000,36287.968515326946
2012-08-01,Quake Live,29500.0,18,4,2010-01-01,684854.12,225,411,4682.982311072199,800.0,-19.999999999999996,2010,False,False,False,True,False,False,False,False,False,False,False,False,2010,10211.270549678104
2012-08-01,WarCraft III,23577.83,19,6,2002-01-01,6273482.33,752,1533,4710.231353027583,375.0,50.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2002,39002.88999392969
2012-08-01,Call of Duty: Modern Warfare 3,20886.17,33,3,2011-01-01,1160815.66,209,45,213.25292350517657,17.85714285714286,-40.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,112705.24732917214
2012-08-01,Soul Calibur V,20200.9,12,3,2012-01-01,60428.54,73,27,778.1566668158872,300.0,200.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-11114.347942351304
2012-08-01,Mortal Kombat 9,20100.0,10,2,2011-01-01,136891.67,67,26,778.1566668158872,233.33333333333337,100.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,5383.3182158106365
2012-08-01,Counter-Strike: Source,15579.96,50,3,2004-01-01,3113222.29,1502,331,-64.19478272060599,-47.916666666666664,-57.14285714285714,2010,False,False,False,True,False,False,False,False,False,False,False,False,2004,45712.673229683685
2012-08-01,Team Fortress 2,7908.14,48,1,2007-01-01,769120.02,1459,206,-25.0267587540707,77.77777777777777,-50.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,24597.97548202277
2012-08-01,Super Street Fighter IV Arcade Edition,7617.86,20,7,2010-01-01,355586.67,154,204,25.915041322314035,25.0,39.99999999999999,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,-15930.801027926158
2012-08-01,Counter-Strike: Global Offensive,5958.73,15,6,2012-01-01,161615824.69,16272,6886,1115.6703933409497,-6.25,50.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2012,830680.6099032427
2012-08-01,Pok̩mon VGC,5000.0,2,1,2012-01-01,627852.0,303,46,778.1566668158872,65.64134107666415,25.09729427253083,2010,False,False,False,False,False,False,False,False,False,False,True,False,2012,12788.128295417466
2012-08-01,FIFA 12,3995.96,6,5,2011-01-01,57931.52,59,67,550.2253681555611,19.999999999999996,-16.666666666666664,2010,False,False,False,False,False,False,False,False,False,True,False,False,2011,19553.34596294722
2012-08-01,Call of Duty 4: Modern Warfare,3504.02,5,1,2007-01-01,425409.27,431,87,12.153762442787189,-66.66666666666667,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,-8735.142915686092
2012-08-01,Super Street Fighter II Turbo HD Remix,3150.0,6,1,2008-01-01,16360.0,29,8,3.2786885245901676,0.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,-8735.142915686092
2012-08-01,Street Fighter III: 3rd Strike,2730.72,7,2,1999-01-01,54341.18,108,45,-10.468196721311484,16.666666666666675,100.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,1999,-10151.89552903578
2012-08-01,Super Smash Bros. Brawl,1536.96,12,2,2008-01-01,248100.83,509,348,-57.85109008638421,-52.0,-71.42857142857143,2010,False,False,True,False,False,False,False,False,False,False,False,False,2008,9840.771557178039
2012-08-01,Super Smash Bros. Melee,1396.8,7,1,2001-01-01,4061572.65,1963,2695,-85.06080278933464,-84.0909090909091,-87.5,2010,False,False,True,False,False,False,False,False,False,False,False,False,2001,-3395.6041550165346
2012-08-01,Ultimate Marvel vs. Capcom 3,696.23,3,1,2011-01-01,174179.59,209,187,778.1566668158872,0.0,0.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2011,38605.95507112058
2012-08-01,Street Fighter X Tekken,650.0,5,2,2012-01-01,84090.64,115,93,-88.48538529672277,-68.75,-60.0,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,-5765.829673419568
2012-08-01,Persona 4 Arena,181.63,3,1,2012-01-01,6336.63,42,11,778.1566668158872,65.64134107666415,25.09729427253083,2010,False,False,True,False,False,False,False,False,False,False,False,False,2012,8297.889079110151
2012-08-01,Age of Empires Online,100.0,3,1,2011-01-01,9806.56,44,50,0.0,0.0,0.0,2010,False,False,False,False,False,False,False,False,False,False,True,False,2011,-8735.142915686092
2012-09-01,Dota 2,1615721.38,66,7,2013-01-01,337107974.16,4784,1841,3605.397144425787,46.66666666666666,-12.5,2010,False,False,False,False,True,False,False,False,False,False,False,False,2013,1907160.2628000556
2012-09-01,League of Legends,373092.61,280,49,2009-01-01,105011055.56,9211,2895,24.48144826006789,45.07772020725389,32.432432432432435,2010,False,False,False,False,True,False,False,False,False,False,False,False,2009,442868.5354103868
2012-09-01,StarCraft II,266709.82,119,51,2010-01-01,40148652.88,2213,7245,-22.0127615992462,-33.88888888888889,6.25,2010,False,False,False,False,False,False,False,False,False,False,True,False,2010,104767.19174640227
2012-09-01,CrossFire,134653.9,71,6,2007-01-01,17865475.8,967,358,1975.1325719340475,373.3333333333333,500.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2007,191838.99563439123
2012-09-01,Defense of the Ancients,45905.68,20,1,2003-01-01,857420.65,468,94,8.140181332649865,0.0,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2003,1709.093063750684
2012-09-01,Counter-Strike,34642.05,77,6,2000-01-01,13596060.66,4264,1023,10.071799805733516,4.054054054054057,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2000,67831.95694973553
2012-09-01,KartRider,26700.0,16,1,2004-01-01,567366.35,76,20,0.9871780324520518,100.0,-50.0,2010,False,False,False,False,False,False,False,True,False,False,False,False,2004,-4391.882857112717
2012-09-01,Heroes of Newerth,21850.0,64,4,2010-01-01,3073445.72,820,395,-53.63466064815561,-7.246376811594201,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,2010,76094.15679921456
2012-09-01,Super Street Fighter IV Arcade Edition,19067.26,16,6,2010-01-01,355586.67,154,204,150.2968025140919,-19.999999999999996,-14.28571428571429,2010,False,False,True,False,False,False,False,False,False,False,False,False,2010,25325.97622846452
2012-09-01,Call of Duty: Modern Warfare 3,16728.01,19,3,2011-01-01,1160815.66,209,45,-19.90867641123288,-42.42424242424242,0.0,2010,False,False,False,True,False,False,False,False,False,False,False,False,2011,13938.94148620021
2012-09-01,Counter-Strike: Source,15995.33,30,2,2004-01-01,3113222.29,1502,331,2.6660530579025954,-40.0,-33.333333333333336,2010,False,False,False,True,False,False,False,False,False,False,False,False,2004,7437.514273242105
2012-09-01,Counter-Strike: Global Offensive,7131.6,45,7,2012-01-01,161615824.69,16272,6886,19.68322108905758,200.0,16.666666666666675,2010,False,False,False,True,False,False,False,False,False,False,False,False,2012,-217135.63684241782
